Gene	GSM4819286	GSM4819287	GSM4819288	GSM4819289	GSM4819298	GSM4819299	GSM4819300	GSM4819301
KRTAP19-5	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0	0	0
TIAM1	770	586	725	1232	894	731	798	1067
TIAM1-AS1	0	1	1	0	0	0	0	0
SOD1	1826	1375	2008	2843	2123	1573	2014	2296
SCAF4	1080	1245	1093	1464	1235	1518	1110	1230
HUNK	0	0	0	0	2	1	1	2
LINC00159	0	0	0	0	0	0	0	0
MIS18A	128	127	184	204	167	122	190	172
MRAP	0	0	0	2	1	3	2	0
URB1	651	666	759	847	757	965	737	731
SNORA80A	0	0	1	0	0	0	0	0
URB1-AS1	30	28	23	41	33	23	32	29
EVA1C	255	203	284	465	126	73	148	177
TCP10L	4	3	1	1	4	2	3	4
CFAP298	429	429	543	608	489	411	543	496
SYNJ1	1086	1195	750	1053	1214	1250	807	1019
PAXBP1-AS1	61	48	61	88	44	46	47	53
PAXBP1	1466	1183	1295	1661	1563	1400	1203	1342
C21orf62-AS1	11	6	12	12	10	5	18	7
C21orf62	0	2	0	0	0	1	0	0
LINC01690	0	0	1	0	0	0	0	0
OLIG2	46	41	5	20	72	128	17	18
LINC00945	0	0	0	0	0	0	0	0
OLIG1	141	305	39	105	151	464	79	63
LOC101928107	0	0	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0	0	0
IFNAR2	939	839	802	1023	1071	1014	1043	997
IL10RB-DT	41	96	23	65	39	85	30	52
IL10RB	1408	1850	1115	1783	1108	1390	1032	1221
IFNAR1	2403	2785	1630	2287	2375	2803	1822	1860
IFNGR2	5897	11365	3699	6409	4820	12816	3230	3530
TMEM50B	996	930	1190	1753	1157	865	1154	1442
DNAJC28	21	19	24	28	22	18	18	21
GART	1101	1186	1030	1351	1207	1510	1175	1079
SON	11560	12928	9953	13083	11907	14310	9868	11303
MIR6501	0	0	0	0	0	0	0	0
DONSON	203	222	199	247	227	200	193	198
CRYZL1	261	253	304	353	254	188	242	268
ITSN1	492	324	273	394	122	81	76	94
ATP5PO	2042	1814	2119	2973	2028	1604	2159	2171
LINC00649	148	91	149	177	154	95	156	174
SLC5A3	838	589	792	899	1243	957	1204	1030
MRPS6	398	291	418	558	630	439	643	645
LINC00310	2	3	3	3	2	2	4	2
KCNE2	2	0	0	0	2	1	0	0
SMIM11	105	96	153	187	117	93	151	129
C21orf140	0	0	0	1	0	0	0	0
KCNE1	45	75	15	75	11	31	5	4
RCAN1	346	462	290	452	255	346	236	234
CLIC6	2	7	2	2	5	5	2	6
LINC00160	0	0	0	0	0	0	0	0
LINC01426	2	2	0	1	2	4	1	0
RUNX1	3498	4427	2200	3033	3507	5061	2399	2787
RUNX1-IT1	6	7	4	4	13	9	5	3
LOC100506403	0	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0	0
LOC101928269	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0
SETD4	308	348	357	454	332	354	327	376
CBR1-AS1	0	1	3	3	1	1	0	1
CBR1	127	155	195	265	186	143	178	201
CBR3-AS1	13	12	11	21	20	18	18	24
CBR3	5	20	17	65	17	46	29	71
DOP1B	399	425	399	689	505	422	506	719
MORC3	2596	3085	2131	3324	3092	3460	2321	3103
CHAF1B	61	48	50	80	68	57	73	64
CLDN14	0	0	0	0	0	0	1	1
SIM2	0	0	0	0	0	0	0	1
HLCS	340	282	348	408	412	246	315	358
RIPPLY3	0	0	0	0	0	0	0	0
PIGP	158	144	168	202	158	122	161	157
TTC3	4104	3286	5894	6746	4689	3354	6007	6021
DSCR9	1	2	3	8	3	5	1	2
VPS26C	1222	1434	1206	1601	1171	1047	1153	1207
DYRK1A	3063	2916	2876	4004	3141	2982	2867	3159
KCNJ6	0	0	0	0	0	0	0	0
DSCR4	0	0	0	0	0	0	0	0
DSCR8	0	0	0	0	0	0	0	0
DSCR10	0	0	0	0	0	0	0	0
KCNJ15	1273	1149	337	1001	1859	2764	673	1430
LINC01423	0	2	1	1	1	3	2	4
ERG	24	44	16	14	65	82	13	20
LINC00114	0	0	0	0	0	0	0	0
ETS2	5209	7134	2036	3743	3684	4539	1082	1823
LOC101928398	0	0	0	0	0	0	0	0
ETS2-AS1	0	0	0	0	0	0	0	0
LINC01700	0	0	0	0	0	0	0	0
PSMG1	211	216	224	244	202	251	221	181
BRWD1	2279	2493	2016	2682	2927	2680	2327	2428
BRWD1-AS2	5	5	2	5	3	6	8	3
BRWD1-AS1	0	0	0	0	1	0	0	0
HMGN1	1756	1842	2033	2505	2089	2212	1764	2191
GET1	184	136	224	247	233	124	213	195
LCA5L	1	2	4	1	2	4	3	3
SH3BGR	6	7	10	8	8	4	5	16
MIR6508	0	0	0	0	0	0	0	0
B3GALT5-AS1	0	0	1	0	0	0	0	0
B3GALT5	1	0	1	0	0	0	1	0
IGSF5	0	0	0	0	0	0	0	0
PCP4	0	0	0	0	0	0	0	0
DSCAM	0	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0	0
DSCAM-AS1	0	0	0	0	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0	0	0
LINC00323	0	0	0	0	1	0	0	0
MIR3197	0	0	0	0	0	0	0	0
BACE2	37	43	105	79	49	41	67	45
PLAC4	0	0	0	0	0	0	0	1
FAM3B	0	0	2	2	1	0	5	1
MX2	2136	1945	2165	3908	1996	1942	1923	3337
MX1	856	874	927	1798	1006	1190	852	1533
TMPRSS2	0	0	0	0	0	0	0	0
LINC00111	0	0	0	0	0	0	0	0
LINC00479	0	0	0	0	0	0	0	0
LINC00112	0	0	0	0	0	0	0	0
RIPK4	1	4	10	8	5	5	10	11
MIR6814	0	0	0	0	0	0	0	0
PRDM15	260	269	355	537	329	365	391	427
C2CD2	105	109	114	167	132	147	129	137
ZBTB21	1031	762	1040	1190	1405	1145	1195	1240
ZNF295-AS1	0	0	0	0	0	1	0	0
UMODL1	5	2	8	4	9	3	6	4
UMODL1-AS1	0	1	19	31	1	2	3	0
ABCG1	2857	2833	3291	3829	4325	3373	4326	4567
TFF3	1	4	0	3	6	3	1	1
TFF2	0	0	0	0	0	0	0	0
TFF1	0	0	1	0	0	0	0	0
TMPRSS3	8	3	20	8	16	10	17	18
UBASH3A	501	734	887	907	945	1258	1279	1157
RSPH1	2	3	5	4	5	3	2	7
SLC37A1	591	538	823	1064	733	660	818	961
PDE9A	89	52	129	111	130	68	158	94
WDR4	199	245	261	289	283	428	237	228
NDUFV3	351	368	361	490	348	372	325	326
MIR5692B	0	0	0	0	0	0	0	0
PKNOX1	425	402	402	552	482	527	383	524
CBS	2	2	1	3	8	5	0	2
U2AF1	815	931	775	1107	988	1153	797	988
CRYAA	0	0	0	0	0	0	0	1
LINC00322	0	0	0	0	0	0	2	0
SIK1	109	85	298	216	106	94	308	164
LINC00319	1	0	0	0	0	0	0	0
LINC00313	0	0	0	0	0	0	0	0
HSF2BP	3	5	1	9	8	2	0	4
MIR6070	0	0	0	0	0	0	0	0
RRP1B	1216	1079	1398	1717	1453	1225	1389	1440
PDXK	1852	3657	1808	2736	2022	4046	1951	2208
LOC105372824	28	54	53	52	30	95	48	31
CSTB	1260	1388	886	1179	1406	1858	887	907
RRP1	474	476	507	577	637	977	433	531
AATBC	16	24	33	41	16	13	42	54
AGPAT3	1613	2404	1623	2481	1743	2190	1807	2117
TRAPPC10	5650	5079	6165	7644	6398	5545	6265	6166
PWP2	1133	997	1328	1691	1234	1465	1262	1326
GATD3	1145	1161	1236	1543	1041	1003	1205	1171
ICOSLG	49	144	46	185	85	157	46	155
DNMT3L	0	0	0	0	0	0	0	0
AIRE	5	9	6	4	2	12	5	5
PFKL	3044	3925	3717	5383	3296	4109	4139	4624
CFAP410	521	583	659	956	661	719	734	839
TRPM2	108	378	110	146	80	186	82	85
TRPM2-AS	0	0	0	2	2	0	2	0
LRRC3-DT	0	0	0	2	0	1	0	0
LRRC3	27	40	20	45	19	36	12	29
TSPEAR	0	0	0	0	0	0	0	1
TSPEAR-AS1	17	4	8	26	22	8	5	13
TSPEAR-AS2	6	7	0	5	8	5	2	4
KRTAP10-1	0	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0
UBE2G2	1303	1375	1549	2028	1534	1620	1587	1614
LINC01424	3	3	2	5	3	2	0	2
SUMO3	1492	1785	1245	1775	1338	1794	1202	1436
PTTG1IP	3682	6004	3398	4958	2586	4247	2410	2805
ITGB2	8393	9778	5804	7910	6621	8369	5574	5802
ITGB2-AS1	962	598	1179	1633	952	664	1170	1238
LINC01547	7	2	6	4	6	6	11	6
SLX9	83	98	91	148	97	173	107	107
LINC00163	0	0	0	0	0	0	0	0
PICSAR	0	0	0	0	0	0	0	0
LOC105372836	2	1	1	0	2	2	2	0
SSR4P1	9	10	20	11	18	11	21	14
ADARB1	817	697	823	1116	1020	974	801	1067
POFUT2	1772	1549	2001	2776	1981	2073	1787	2284
LINC00205	508	466	760	725	456	359	650	531
LINC00316	0	0	0	0	0	0	0	0
COL18A1	2329	1229	5124	7316	2363	1079	4174	4575
COL18A1-AS2	0	0	0	0	0	0	0	0
COL18A1-AS1	0	0	0	0	0	0	0	0
MIR6815	0	0	0	0	0	0	0	0
SLC19A1	160	120	199	267	131	177	166	204
PCBP3-AS1	0	0	0	0	0	0	0	0
PCBP3	54	41	77	110	88	79	71	123
LOC101928796	0	0	0	0	0	0	0	0
COL6A1	72	92	151	145	95	100	157	131
COL6A2	734	983	1182	814	959	1244	1245	788
FTCD	0	0	5	11	1	0	7	15
SPATC1L	19	27	77	70	21	31	101	83
LSS	572	428	573	961	592	558	596	778
MCM3AP-AS1	17	16	14	25	21	18	19	34
MCM3AP	2800	3027	3064	4005	2982	3144	3050	3103
YBEY	158	62	151	123	142	63	157	80
C21orf58	51	52	57	63	63	48	63	57
PCNT	1845	1215	2021	2509	1745	1096	1820	1953
DIP2A	6257	2500	4354	6569	6660	2694	4173	5694
DIP2A-IT1	3	5	4	5	10	3	3	10
S100B	552	40	180	670	635	67	206	481
PRMT2	5152	3235	5949	7715	6280	3621	6908	7300
FRG1FP	36	30	32	59	32	26	48	24
ZNF73P	0	0	0	2	5	0	1	0
LOC102723769	0	0	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0	0	0
POTEH	0	0	0	0	0	0	0	1
POTEH-AS1	0	0	0	0	0	0	0	0
DUXAP8	2	0	3	4	0	0	1	0
CCT8L2	0	0	0	0	0	0	0	0
TPTEP1	27	30	34	27	40	25	30	16
ANKRD62P1-PARP4P3	0	0	0	0	0	0	1	0
XKR3	0	0	0	0	0	0	0	0
HSFY1P1	0	0	0	0	0	0	0	0
GAB4	6	4	14	1	4	2	10	4
CECR7	3	8	33	30	8	9	48	24
IL17RA	3928	5263	3757	5252	3093	3197	3730	3430
TMEM121B	41	179	21	77	23	86	14	22
LINC01664	0	5	1	2	0	0	0	0
HDHD5	475	557	538	661	471	485	456	474
HDHD5-AS1	2	2	0	2	0	1	0	0
ADA2	2942	3640	1988	2710	2331	2980	1908	2041
CECR3	0	0	0	0	0	0	0	0
CECR2	2	4	8	14	2	10	6	12
SLC25A18	0	0	0	0	0	0	0	0
LOC101929372	0	2	0	0	0	0	0	0
ATP6V1E1	2085	2366	1664	2469	2157	2439	1546	1888
BCL2L13	1202	1550	1240	1527	1298	1738	1202	1259
BID	1698	3421	898	1592	3359	7297	1587	1987
MIR3198-1	0	0	0	0	0	1	0	0
LINC00528	111	109	101	134	126	143	159	113
MICAL3	406	379	640	825	527	521	785	795
MIR648	0	0	0	0	0	0	0	0
LINC01634	0	0	0	0	0	0	0	0
PEX26	828	902	731	968	888	1023	702	763
TUBA8	92	56	62	104	95	76	63	72
USP18	67	28	47	79	67	55	56	88
FAM230D	0	0	0	0	0	0	0	0
FAM230J	0	0	0	0	0	0	0	0
FAM230A	0	0	0	0	0	1	0	0
LOC100996401	0	0	0	0	0	0	0	0
TMEM191B	59	75	53	176	75	78	67	118
PI4KAP1	661	975	502	1511	830	1452	536	1396
RIMBP3	15	7	24	35	17	17	30	27
FAM230E	0	0	0	0	0	0	0	0
GGT3P	4	4	1	2	3	4	6	3
DGCR6	139	127	190	208	198	128	186	217
PRODH	0	1	0	0	0	0	0	0
DGCR5	2	1	0	4	2	0	1	2
DGCR2	1945	1826	2015	2622	1878	1529	2031	1907
DGCR11	46	39	17	41	31	36	24	35
ESS2	493	538	669	850	521	677	592	695
TSSK2	0	0	0	0	0	0	1	0
GSC2	0	0	0	0	0	0	0	0
LINC01311	9	16	21	24	19	19	20	15
SLC25A1	397	449	420	558	429	500	442	498
CLTCL1	31	79	25	55	34	38	29	31
HIRA	1323	1539	1436	1851	1589	1773	1553	1574
MRPL40	194	235	260	334	227	192	219	206
C22orf39	537	515	588	767	511	488	544	526
UFD1	831	981	690	1138	848	1021	614	755
CDC45	20	17	45	20	12	20	39	17
CLDN5	22	27	36	103	11	15	16	13
LINC00895	0	0	0	0	0	0	0	0
SEPTIN5	0	0	0	0	0	0	0	0
SEPT5-GP1BB	1	2	1	2	4	10	1	0
GP1BB	0	0	0	0	0	0	0	0
TBX1	0	0	2	0	0	0	1	0
GNB1L	91	82	138	115	158	83	159	142
RTL10	749	581	848	1150	850	658	986	977
TXNRD2	253	381	332	450	251	337	313	383
COMT	473	728	327	416	456	673	420	385
MIR4761	0	1	0	0	0	0	0	0
ARVCF	36	70	77	78	36	68	68	88
TANGO2	607	833	572	824	591	762	591	669
MIR185	0	0	0	0	0	1	0	0
DGCR8	872	1041	861	1118	891	1097	907	904
MIR3618	0	0	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0	0	0
TRMT2A	1107	1259	1130	1583	1265	1895	1225	1350
MIR6816	0	0	0	0	0	0	0	1
RANBP1	635	653	701	922	865	975	750	760
ZDHHC8	763	876	1005	1240	945	1088	1105	1200
CCDC188	0	0	1	0	0	0	0	1
LINC02891	0	0	0	0	0	0	0	0
LINC00896	3	3	5	6	4	2	4	4
RTN4R	17	14	27	20	37	15	58	30
MIR1286	0	0	0	0	0	0	0	0
DGCR6L	261	187	303	365	303	180	347	299
FAM230G	0	0	0	0	0	0	0	0
USP41	2	0	1	2	2	0	1	1
ZNF74	222	171	273	337	238	209	323	314
SCARF2	22	10	10	18	21	16	33	34
KLHL22	451	383	438	477	580	422	509	551
MED15	4922	5934	5112	6981	4957	6733	4908	5450
POM121L4P	0	0	0	0	0	0	0	0
TMEM191A	75	77	102	130	63	61	112	122
PI4KA	3218	3487	3506	4781	3534	4041	3622	4225
SERPIND1	13	4	0	3	29	16	2	10
SNAP29	742	1055	874	1160	746	917	836	878
CRKL	3379	3394	3203	4149	3542	3630	3287	3258
LINC01637	2	12	2	9	2	7	2	0
AIFM3	39	41	29	20	14	43	29	16
LZTR1	1060	1193	1389	2147	1191	1260	1334	1673
THAP7	429	382	550	735	509	441	584	645
THAP7-AS1	35	27	35	30	43	27	38	26
TUBA3FP	9	14	20	10	24	15	9	24
P2RX6	2	0	5	4	2	5	16	2
SLC7A4	0	1	0	1	2	0	0	1
MIR649	0	0	0	0	0	0	0	0
P2RX6P	0	0	0	0	0	0	0	0
LRRC74B	2	2	5	4	0	2	4	2
BCRP2	19	18	13	27	17	23	20	23
FAM230B	0	0	0	1	0	0	0	0
GGT2P	0	4	1	3	1	4	0	3
POM121L8P	0	0	1	2	2	1	1	0
FAM230H	0	0	0	0	0	0	0	0
RIMBP3B	166	163	197	283	165	163	171	200
HIC2	376	353	323	492	444	646	382	461
TMEM191C	11	25	14	66	13	23	31	44
PI4KAP2	519	639	436	1008	611	940	508	892
RIMBP3C	5	9	7	21	5	11	2	8
UBE2L3	1628	1825	1336	1936	1613	1936	1398	1539
YDJC	343	411	427	582	434	570	498	487
CCDC116	4	3	2	15	7	4	3	7
SDF2L1	355	517	281	439	352	598	306	373
MIR301B	0	0	0	0	0	0	0	0
MIR130B	0	0	0	0	0	2	0	0
PPIL2	1710	1745	2014	2475	1730	1808	1989	1996
YPEL1	527	611	856	657	308	302	582	343
MAPK1	5359	6079	5149	6130	4556	4695	4574	4280
PPM1F	1469	2940	1441	1633	1368	2231	1549	1280
TOP3B	750	709	890	929	688	741	777	692
PRAMENP	1	2	4	7	0	2	3	2
IGLVI-70	16	1	10	11	18	0	8	5
IGLV4-69	7	30	38	84	19	42	77	94
IGLVI-68	0	0	0	0	0	0	0	0
IGLV10-67	1	0	0	0	0	0	0	0
IGLVIV-66-1	0	0	0	0	0	0	0	0
IGLVV-66	0	0	0	0	0	0	0	0
IGLVIV-65	0	0	0	0	0	0	0	0
IGLVIV-64	0	1	0	0	0	0	1	0
IGLVI-63	0	0	0	0	2	0	0	0
IGLV1-62	0	0	0	1	0	0	0	0
IGLV8-61	25	42	41	103	28	13	68	142
IGLV4-60	0	1	5	7	5	16	11	33
IGLVIV-59	0	0	0	0	0	0	0	0
IGLVV-58	0	0	0	0	0	0	0	0
IGLV6-57	27	30	133	138	37	28	160	98
IGLVI-56	0	0	0	0	0	0	0	0
IGLV11-55	0	1	1	0	0	0	0	0
IGLV10-54	172	5	10	33	94	0	12	76
IGLVIV-53	0	0	0	0	0	0	0	0
VPREB1	0	0	0	0	0	0	1	0
BMS1P20	173	216	256	313	189	247	262	241
IGLV5-52	2	0	0	0	0	0	1	0
IGLV1-51	8	2	5	17	2	1	5	22
IGLV1-50	6	6	7	17	7	5	19	9
IGLV9-49	3	1	9	9	14	14	9	7
IGLV5-48	6	0	1	14	1	0	10	2
IGLV1-47	43	23	87	143	52	39	101	103
IGLV7-46	57	38	62	115	106	42	71	128
IGLV5-45	21	11	23	63	24	4	33	30
IGLV1-44	186	64	224	247	213	109	306	230
IGLV7-43	46	6	38	104	42	21	60	68
IGLVI-42	0	0	0	0	0	0	0	0
IGLVVII-41-1	0	0	0	0	0	0	0	0
IGLV1-40	86	67	398	328	119	87	502	225
IGLVI-38	0	0	0	0	0	0	0	0
IGLV5-37	5	4	3	9	2	0	6	14
IGLV1-36	40	25	37	37	35	28	69	47
IGLV7-35	3	0	0	0	0	1	0	0
ZNF280B	51	66	80	90	61	67	75	82
ZNF280A	0	0	1	0	0	0	0	2
PRAME	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0	0	0
IGLV2-34	20	11	18	36	22	27	19	43
IGLV2-33	0	2	0	3	1	0	7	2
IGLV3-32	0	1	2	4	0	0	2	1
IGLV3-31	0	0	0	0	0	0	0	0
IGLV3-30	0	0	5	5	0	0	2	1
POM121L1P	0	0	2	0	1	0	0	1
GGTLC2	18	28	19	40	15	55	23	42
IGLV3-29	0	0	3	1	0	0	7	0
IGLV2-28	16	2	19	15	15	11	19	22
IGLV3-27	2	7	33	33	10	3	52	30
IGLV3-26	0	0	0	0	0	0	0	0
IGLVVI-25-1	0	0	0	0	0	0	0	0
IGLV3-25	23	133	444	110	32	206	443	117
IGLV2-23	196	81	394	493	193	126	344	501
IGLV3-22	1	1	7	1	1	2	8	5
IGLV3-21	93	70	427	104	83	113	470	113
IGLVI-20	0	0	1	0	0	0	0	0
IGLV3-19	45	26	146	130	41	23	109	146
IGLV2-18	23	4	45	66	32	21	74	63
IGLV3-17	0	4	7	10	0	1	0	0
IGLV3-16	4	26	63	15	3	40	83	23
IGLV3-15	0	0	0	0	0	0	0	0
IGLV2-14	171	57	374	429	192	128	390	471
IGLV3-13	1	0	0	4	3	4	2	2
IGLV3-12	34	2	17	7	31	3	22	6
IGLV2-11	93	41	131	277	125	53	250	246
IGLV3-10	24	3	74	12	18	22	66	28
IGLV3-9	19	6	46	9	6	7	46	19
MIR650	0	0	0	0	0	0	0	0
IGLV2-8	119	43	100	181	154	65	87	158
IGLV3-7	0	0	0	0	0	0	0	0
IGLV3-6	0	0	0	1	0	0	0	1
IGLV2-5	4	2	16	20	7	6	34	30
IGLV3-4	0	0	0	0	0	0	0	0
IGLV4-3	0	0	4	1	2	0	7	4
IGLV3-2	0	0	0	0	0	0	0	0
IGLV3-1	101	28	789	203	75	33	851	237
MIR5571	0	0	0	0	0	0	0	0
IGLL5	137	63	308	395	144	113	397	339
IGLJ1	0	0	0	0	0	0	0	0
IGLC1	0	0	0	0	0	0	0	0
IGLJ2	10	8	74	37	15	2	71	49
IGLC2	1251	705	3060	2799	1330	953	3537	2745
IGLJ3	36	10	59	56	38	14	81	66
IGLC3	930	399	2124	1961	989	574	2325	1894
IGLJ4	0	0	0	0	0	0	0	1
IGLC4	0	0	0	0	0	0	0	1
IGLJ5	0	0	0	1	0	0	0	0
IGLC5	4	6	11	9	7	3	4	14
IGLJ7	0	0	0	2	0	0	0	2
IGLC7	0	1	35	78	10	0	76	65
RSPH14	0	0	1	0	1	2	1	0
GNAZ	58	35	30	66	65	40	28	60
RAB36	6	3	9	17	4	5	6	13
BCR	1613	1525	1957	1910	1869	1643	2179	1904
FBXW4P1	25	19	39	44	41	38	56	53
CES5AP1	0	0	0	0	0	0	0	0
ZDHHC8BP	0	0	0	0	0	0	0	3
LINC01659	0	0	1	0	1	0	0	0
FAM230I	2	0	0	0	0	0	0	0
PCAT14	0	0	0	0	0	0	0	0
IGLL1	2	3	7	1	1	3	2	2
DRICH1	14	16	37	51	19	17	30	35
GUSBP11	707	712	1148	1476	803	793	1114	1156
RGL4	204	189	194	294	302	228	279	344
ZNF70	49	61	37	51	50	56	52	45
VPREB3	13	13	31	32	42	36	83	68
C22orf15	8	7	12	12	13	2	12	9
CHCHD10	207	158	215	307	180	199	282	221
MMP11	8	7	14	27	19	7	28	39
SMARCB1	971	1157	851	1143	921	1230	925	1040
DERL3	119	107	225	356	171	160	301	514
SLC2A11	141	86	194	217	176	75	192	177
MIF-AS1	6	31	28	28	19	39	36	22
MIF	777	753	898	1500	935	1127	1062	1365
LOC100652871	0	0	0	0	0	0	0	0
GSTT2B	0	0	0	0	0	0	0	0
DDTL	265	394	390	538	322	437	460	398
DDT	219	340	365	379	222	378	347	295
GSTT2	4	1	0	0	1	2	0	1
GSTT4	0	0	0	0	0	0	0	0
CABIN1	1765	1704	2143	2524	1804	1596	2219	2047
SUSD2	6	12	12	12	13	8	15	9
GGT5	1	0	2	0	0	4	0	0
POM121L9P	0	0	0	1	0	0	0	2
SPECC1L-ADORA2A	0	1	0	0	0	0	0	0
SPECC1L	416	563	468	574	405	410	458	418
ADORA2A	4	4	0	9	37	51	18	34
ADORA2A-AS1	0	2	1	2	8	11	2	6
UPB1	17	29	6	33	38	96	18	38
GUCD1	1551	1824	1565	2302	1696	2057	1691	1819
SNRPD3	1954	1940	1841	2338	2016	2184	1893	1891
GGT1	126	225	171	242	156	324	187	191
LRRC75B	9	29	16	16	8	24	20	14
BCRP3	28	33	36	46	40	45	50	39
POM121L10P	1	0	1	0	0	2	2	1
PIWIL3	0	0	0	0	0	0	0	0
TOP1P2	1	3	3	2	3	2	1	4
SGSM1	50	88	135	72	76	82	128	99
LHFPL7	0	0	0	0	0	0	0	0
KIAA1671	262	362	167	152	474	595	291	261
KIAA1671-AS1	0	0	0	0	0	0	0	0
CRYBB3	2	1	1	0	3	1	1	1
CRYBB2	7	14	23	33	11	11	13	15
IGLL3P	7	6	3	5	7	3	2	3
LRP5L	247	286	294	732	284	362	284	487
CRYBB2P1	164	168	212	382	165	189	193	268
MIR6817	0	0	0	0	0	0	0	0
GRK3	1005	2142	1038	1169	713	1796	859	832
MYO18B	7	1	0	3	6	0	1	3
SEZ6L	7	11	13	7	5	8	3	7
ASPHD2	116	118	136	195	138	155	197	198
HPS4	836	808	1082	1409	952	803	1030	1130
SRRD	181	191	201	254	217	232	197	199
TFIP11	1563	1620	1523	1752	1703	1840	1551	1504
TPST2	574	694	649	710	720	988	811	653
MIR548J	0	0	0	0	0	0	0	0
CRYBB1	1	1	1	0	0	2	1	0
CRYBA4	2	2	3	0	0	2	2	2
MIAT	2009	3565	1970	2020	2862	4843	2019	1774
MIATNB	31	32	41	67	35	41	42	50
LINC01422	1	0	2	1	1	0	2	4
LOC284898	0	1	0	0	0	0	0	0
MN1	149	247	120	142	304	753	293	294
PITPNB	1913	1961	1549	2144	2360	3030	1565	1927
TTC28-AS1	231	266	275	393	242	200	298	286
MIR3199-1	0	0	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0	0	0
TTC28	23	46	40	74	30	36	50	60
MIR5739	0	0	0	0	0	0	0	0
CHEK2	42	51	61	76	55	42	60	62
HSCB	120	98	135	143	121	104	128	103
CCDC117	924	843	860	1114	1035	847	880	888
XBP1	2568	3289	2270	4129	3400	5317	2519	3641
ZNRF3	22	25	26	39	39	58	27	42
ZNRF3-AS1	0	0	0	0	0	0	0	0
C22orf31	0	0	0	0	0	1	0	0
KREMEN1	85	142	67	134	95	183	55	128
EMID1	11	24	6	10	10	20	13	7
RHBDD3	107	125	110	124	94	159	102	106
EWSR1	5754	6435	4489	6478	6192	8119	4591	5500
GAS2L1	93	164	85	119	44	78	64	67
RASL10A	15	16	15	33	5	21	19	18
AP1B1	2672	4791	3314	4173	2347	3248	3198	3137
SNORD125	0	0	0	0	0	0	0	0
RFPL1	0	3	1	0	1	2	1	0
RFPL1S	12	8	9	9	10	10	11	4
NEFH	33	30	21	23	33	42	31	15
THOC5	587	502	578	674	530	547	510	552
NIPSNAP1	414	361	642	736	504	355	593	533
NF2	467	520	519	566	507	491	527	441
CABP7	0	1	5	5	2	2	4	1
ZMAT5	163	216	193	218	150	182	182	152
UQCR10	856	923	777	1191	819	888	822	895
ASCC2	1575	1905	1560	2242	1582	1919	1475	1733
MTMR3	4298	5263	3250	4553	3414	3742	3021	3230
MIR6818	0	0	0	0	0	0	0	0
HORMAD2-AS1	0	1	1	1	1	1	0	4
HORMAD2	0	0	0	0	0	0	0	0
LIF	28	19	13	16	232	228	43	75
OSM	557	772	250	381	1919	2892	1038	1311
CASTOR1	110	187	136	161	129	191	119	169
TBC1D10A	779	814	785	1004	704	795	846	755
SF3A1	3235	3410	3682	4840	3471	3628	3545	4003
CCDC157	161	137	212	243	175	136	201	197
KIAA1656	37	30	28	43	35	33	19	29
RNF215	116	133	104	115	96	127	84	80
SEC14L2	479	435	239	598	207	138	184	329
MTFP1	425	443	326	586	321	272	312	431
SEC14L3	0	0	0	0	0	0	0	0
