Ensg	ROGKO_DEX-1	ROGKO_DEX-2	ROGKO_DEX-3	ROGKO_PBS-1	ROGKO_PBS-2	ROGKO_PBS-3	WT_DEX-1	WT_DEX-2	WT_DEX-3	WT_PBS-1	WT_PBS-2	WT_PBS-3
ENSMUSG00000084123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084127	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000084128	405	432	459	555	850	684	622	427	417	512	732	814
ENSMUSG00000084129	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084131	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084132	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084133	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084139	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084141	5	0	0	1	1	1	3	1	1	2	2	3
ENSMUSG00000084142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084143	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084145	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084148	0	1	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000084149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084151	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000084152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084154	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084158	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084159	43	29	48	31	38	30	44	43	26	24	38	40
ENSMUSG00000084160	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084166	4	11	2	2	5	6	5	7	1	4	6	8
ENSMUSG00000084167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084168	0	0	1	0	1	1	0	1	0	1	0	0
ENSMUSG00000084169	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084170	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084178	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084182	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084183	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084185	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084192	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084195	0	3	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000084196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084198	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084202	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084206	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084215	0	2	0	0	1	3	2	0	0	1	2	3
ENSMUSG00000084216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084217	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084218	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084221	0	1	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000084222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084223	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000084224	1	0	1	1	0	0	0	0	0	1	0	0
ENSMUSG00000084226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084230	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084234	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084235	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000084236	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084241	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084246	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084249	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084250	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084251	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084254	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084258	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084259	0	0	0	0	0	2	0	0	0	0	2	0
ENSMUSG00000084260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084261	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084265	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084267	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084274	0	2	1	1	1	0	2	0	0	2	1	1
ENSMUSG00000084275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084276	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084277	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084278	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084284	2	0	1	1	0	0	3	0	1	0	0	1
ENSMUSG00000084285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084287	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084289	0	0	1	0	2	0	0	1	0	0	1	0
ENSMUSG00000084291	5	4	5	7	3	4	5	1	5	2	3	2
ENSMUSG00000084292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084293	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084295	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084297	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084298	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084299	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084302	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084304	1	1	0	0	2	0	1	0	1	0	0	0
ENSMUSG00000084305	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084306	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000084307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084309	4	8	7	0	12	10	0	2	0	8	5	0
ENSMUSG00000084310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084312	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084313	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000084314	0	0	0	0	3	0	2	2	0	0	0	1
ENSMUSG00000084315	4	5	4	2	5	3	3	2	0	2	3	4
ENSMUSG00000084316	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084318	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084319	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000084320	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084323	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084326	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084328	2	1	1	1	1	0	1	3	0	2	1	1
ENSMUSG00000084329	0	1	0	0	1	0	1	1	1	0	2	1
ENSMUSG00000084330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084331	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084332	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084333	0	1	0	1	1	0	1	0	0	0	0	1
ENSMUSG00000084334	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084335	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084340	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084342	0	0	0	0	2	1	1	1	0	0	0	1
ENSMUSG00000084343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084344	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084345	0	0	1	0	1	0	0	1	0	0	0	0
ENSMUSG00000084346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084347	3	7	4	9	10	10	1	1	0	0	0	0
ENSMUSG00000084348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084349	0	1	0	0	1	1	5	1	1	0	2	3
ENSMUSG00000084350	0	1	2	2	4	2	4	0	2	2	3	0
ENSMUSG00000084351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084354	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084360	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084363	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084368	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000084369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084370	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084372	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084373	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084374	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084377	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084378	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084380	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084381	0	0	1	0	1	0	1	0	0	0	0	0
ENSMUSG00000084382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084384	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000084385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084387	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084391	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084399	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084400	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084403	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084408	0	1	1	0	1	0	0	0	0	0	1	0
ENSMUSG00000084411	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000084412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084413	0	0	0	0	1	2	0	1	0	0	0	2
ENSMUSG00000084414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084415	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084416	5	4	3	3	3	2	2	4	0	2	4	7
ENSMUSG00000084417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084419	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084422	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084425	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084428	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084433	2	1	0	1	0	2	2	0	0	0	2	0
ENSMUSG00000084435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084440	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084443	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084446	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084461	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084473	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084474	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000084475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084478	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084479	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084492	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084497	0	1	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000084498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084501	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084511	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084513	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084526	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084527	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084544	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084551	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084558	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084565	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000084566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084568	0	0	0	0	0	0	0	0	0	0	0	0
