gene	GSM5632354	GSM5632355	GSM5632356	GSM5632357	GSM5632358	GSM5632359	GSM5632360	GSM5632361	GSM5632362	GSM5632363	GSM5632364	GSM5632365
LOC103691872	339	170	257	131	233	133	140	207	277	212	263	346
LOC103691873	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691875	0	0	0	0	0	0	2	0	0	0	0	0
LOC103691876	5	2	0	0	3	0	4	3	10	6	13	12
LOC103691877	3	0	0	2	0	2	3	2	1	1	3	4
LOC103691878	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691879	54	8	21	15	38	15	28	30	34	39	42	63
LOC103691880	11	12	2	7	6	6	4	5	3	4	5	7
LOC103691881	2	0	0	0	0	0	1	0	0	0	6	1
LOC103691882	1	1	0	0	0	0	0	0	2	0	0	0
LOC103691883	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691884	1	0	1	0	0	0	0	0	0	0	0	0
LOC103691885	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691886	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691887	8	1	2	0	6	1	1	1	8	5	7	2
LOC103691888	20	9	17	12	8	10	12	11	12	7	11	24
LOC103691889	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691890	0	0	0	0	0	0	0	0	1	0	0	0
LOC103691891	0	0	0	0	0	0	2	2	1	0	0	0
LOC103691892	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691893	0	1	0	0	0	0	0	0	0	0	0	0
LOC103691894	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691895	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691896	0	0	2	0	0	0	0	0	0	0	0	0
LOC103691897	28	6	11	4	7	1	5	1	6	6	17	7
LOC103691898	0	0	0	1	1	0	0	0	2	1	3	0
LOC103691899	0	0	1	0	0	0	0	0	0	0	0	0
LOC103691900	2	1	0	1	0	0	0	0	0	0	3	2
LOC103691901	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691902	0	0	0	0	0	1	0	0	3	0	0	0
LOC103691903	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691904	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691905	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691906	49	31	48	22	35	27	14	37	50	33	53	50
LOC103691907	0	0	0	1	0	0	0	0	0	0	1	0
LOC103691908	24	16	37	13	8	8	9	12	18	14	19	23
LOC103691910	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691911	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691912	11	1	2	1	3	2	2	1	4	0	3	7
LOC103691913	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691914	2	0	2	2	3	3	0	0	2	0	2	2
LOC103691915	3	1	3	1	0	0	1	1	4	2	0	2
LOC103691916	1	0	0	0	2	0	0	0	0	2	3	0
LOC103691918	0	0	0	0	0	1	0	0	0	0	0	0
LOC103691921	0	0	1	1	0	0	0	0	0	0	1	1
LOC103691922	50	18	46	24	23	18	20	32	42	34	33	48
LOC103691924	0	0	0	0	1	0	0	1	0	0	0	0
LOC103691925	0	0	0	1	1	0	0	0	2	0	1	0
LOC103691926	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691927	4	4	7	0	5	2	6	8	11	5	11	11
LOC103691929	312	163	253	153	190	112	138	143	173	178	229	241
LOC103691931	0	0	0	0	2	0	0	0	0	0	0	1
LOC103691932	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691933	271	159	242	101	142	104	105	129	193	170	213	244
LOC103691934	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691935	0	0	0	0	0	0	1	0	0	0	0	0
LOC103691936	0	0	0	0	0	0	0	0	0	1	0	0
LOC103691937	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691938	1	0	0	0	3	0	0	1	4	0	5	3
LOC103691939	14961	8179	15058	7541	8646	7250	5065	6309	10900	6845	8557	12135
LOC103691940	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691941	0	1	4	0	1	0	0	1	1	0	3	0
LOC103691942	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691943	40	13	14	20	29	10	12	8	26	17	11	17
LOC103691944	21	10	27	15	15	12	10	13	12	14	15	21
LOC103691945	0	2	5	0	0	1	0	1	0	1	6	0
LOC103691946	45	24	38	17	36	21	12	21	39	23	46	53
LOC103691947	7	2	12	6	5	0	2	3	0	2	4	7
LOC103691948	0	0	0	1	0	0	0	0	0	2	1	0
LOC103691949	11	0	2	2	8	0	2	5	1	6	11	3
LOC103691953	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691955	24	8	29	7	17	5	10	8	6	5	15	16
LOC103691956	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691959	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691961	0	0	0	0	0	0	0	0	1	4	2	0
LOC103691964	0	0	2	0	0	0	0	0	0	0	0	0
LOC103691965	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691966	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691967	7	3	6	3	3	1	1	3	4	4	3	1
LOC103691968	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691969	0	1	1	0	1	2	0	0	1	0	4	2
LOC103691970	17	13	19	6	9	5	10	9	10	13	13	25
LOC103691971	1	0	0	1	0	0	0	0	0	0	0	0
LOC103691972	0	0	1	3	4	2	1	1	2	0	0	0
LOC103691973	1	0	3	2	0	1	0	0	5	1	2	2
LOC103691974	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691975	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691976	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691977	35	10	27	22	24	17	10	16	19	15	17	29
LOC103691978	0	0	0	1	2	0	0	0	0	1	0	1
LOC103691980	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691981	4	0	3	0	0	0	0	0	2	0	1	2
LOC103691982	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691983	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691984	0	0	1	1	0	1	1	2	0	0	3	0
LOC103691986	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691987	81	20	79	28	34	29	40	44	65	62	90	89
LOC103691988	401	127	422	224	280	192	185	256	360	280	498	511
LOC103691989	119	31	81	67	96	52	59	80	91	90	135	165
LOC103691990	1	0	0	0	1	0	1	1	1	0	1	0
LOC103691991	145	37	145	72	123	82	85	109	151	165	194	181
LOC103691992	0	0	0	0	1	0	0	0	2	0	0	1
LOC103691993	5	1	0	1	1	0	0	1	0	0	1	0
LOC103691994	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691995	6	3	7	0	4	1	1	4	4	2	8	10
LOC103691997	5	2	6	0	2	1	1	1	5	5	4	5
LOC103691999	10	4	7	4	4	5	6	6	8	8	6	14
LOC103692000	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692002	2153	623	2345	1606	2177	1164	1994	1988	3259	2207	2621	3095
LOC103692005	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692008	0	0	1	0	0	0	0	0	0	0	0	0
LOC103692012	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692013	0	0	0	0	0	0	0	0	0	0	1	0
LOC103692014	3	0	1	0	1	0	1	3	2	1	0	0
LOC103692015	6	0	8	12	15	11	13	8	17	2	6	6
LOC103692016	0	0	0	0	0	0	2	0	0	0	0	0
LOC103692017	1	0	0	2	3	3	7	3	9	0	5	8
LOC103692018	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692019	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692021	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692022	0	0	1	0	0	0	0	0	0	0	0	0
LOC103692023	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692024	1	0	0	0	0	0	0	0	0	0	0	0
LOC103692025	33	14	53	10	17	12	18	26	33	21	28	32
LOC103692027	47	14	30	19	28	21	13	32	25	20	35	46
LOC103692028	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692029	33	9	20	16	30	9	9	22	21	21	40	17
LOC103692030	2	1	1	2	2	3	1	3	5	5	3	3
LOC103692031	0	0	2	1	0	0	1	1	0	0	0	0
LOC103692032	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692033	11	1	12	4	5	1	1	4	2	9	4	3
LOC103692034	0	0	0	0	0	0	0	0	1	0	0	0
LOC103692039	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692040	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692041	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692042	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692043	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692045	0	0	1	0	1	0	2	0	0	1	0	2
LOC103692046	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692047	3	4	4	1	5	0	9	3	0	3	6	7
LOC103692048	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692049	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692050	0	0	1	0	1	0	0	1	1	0	2	3
LOC103692051	94	18	145	54	55	21	16	24	70	41	68	94
LOC103692052	9	4	4	1	4	1	1	4	7	2	9	7
LOC103692053	2	3	1	0	0	0	0	0	0	0	0	0
LOC103692054	0	1	0	0	0	0	0	0	3	2	1	1
LOC103692055	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692056	109	39	82	40	36	43	54	76	111	81	129	115
LOC103692057	0	0	0	3	0	0	0	0	1	0	2	0
LOC103692058	1	0	0	0	0	0	0	0	0	2	0	1
LOC103692059	7	2	4	0	3	1	2	2	4	1	2	1
LOC103692061	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692062	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692063	0	1	0	0	0	0	0	0	0	0	0	0
LOC103692064	1	0	6	0	0	1	1	0	0	2	2	3
LOC103692065	0	0	1	0	0	0	0	0	0	0	0	0
LOC103692066	12	2	11	2	5	1	5	9	10	4	16	3
LOC103692068	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692070	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692071	0	0	0	0	0	0	0	0	2	0	0	2
LOC103692073	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692077	0	0	0	0	1	0	0	0	0	0	0	1
LOC103692079	0	0	1	0	1	0	1	0	1	2	1	0
LOC103692080	0	0	1	0	0	0	1	0	0	0	0	0
LOC103692083	41	4	23	15	40	14	17	14	15	21	41	34
LOC103692085	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692087	4	0	3	1	3	5	0	0	6	3	9	3
LOC103692088	0	0	2	1	0	0	0	1	0	1	0	0
LOC103692089	0	0	0	0	0	0	0	1	0	1	0	0
LOC103692090	0	0	0	0	0	0	0	0	0	0	1	0
LOC103692091	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692093	40	6	32	6	13	5	6	8	16	26	30	49
LOC103692094	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692095	1	0	0	0	0	0	0	0	0	0	0	1
LOC103692097	1	0	0	0	1	0	0	0	0	2	0	1
LOC103692098	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692099	5	0	2	0	1	1	0	0	0	0	0	1
LOC103692100	5	0	4	8	6	3	4	6	4	0	1	2
LOC103692101	1	0	1	0	2	0	0	0	4	6	2	0
LOC103692102	13	6	10	9	9	11	7	2	13	8	15	15
LOC103692103	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692105	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692106	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692111	1	0	2	0	0	0	2	0	0	0	0	0
LOC103692112	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692113	23	6	34	5	13	3	13	9	11	12	9	15
LOC103692116	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692117	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692118	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692119	10	4	5	12	11	17	20	15	22	18	28	16
LOC103692120	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692121	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692122	3	2	6	1	3	1	0	0	1	1	1	3
LOC103692123	0	0	0	0	0	0	0	0	0	1	2	0
LOC103692124	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692125	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692127	0	0	1	0	0	0	0	0	0	0	0	2
LOC103692128	4	2	5	6	3	1	1	1	0	2	6	3
LOC103692130	2	1	0	0	1	0	1	0	0	1	0	0
LOC103692132	0	0	0	0	0	0	0	3	0	3	0	0
LOC103692133	0	1	1	0	0	1	0	0	0	0	0	0
LOC103692134	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692135	0	0	0	0	0	0	1	2	0	1	0	0
LOC103692136	360	90	277	71	103	71	49	48	107	158	184	267
LOC103692137	14	2	16	8	9	5	9	3	7	7	19	9
LOC103692138	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692139	0	0	1	3	0	0	0	0	0	1	0	1
LOC103692142	11	5	7	12	0	3	7	2	9	5	5	11
LOC103692145	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692146	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692147	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692149	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692152	0	0	0	0	0	0	1	1	0	4	0	0
LOC103692153	2	1	1	0	0	0	0	0	2	0	3	0
LOC103692154	0	2	0	0	0	0	0	0	0	0	0	1
LOC103692155	0	0	0	2	1	0	0	0	0	4	2	2
LOC103692156	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692161	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692162	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692163	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692165	21	20	18	13	7	11	22	8	20	16	21	14
LOC103692166	4	1	4	2	5	1	2	9	6	1	2	7
LOC103692167	5	3	4	1	4	2	6	4	1	2	4	2
LOC103692168	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692169	17	10	5	4	2	1	4	2	11	9	5	10
LOC103692170	2	1	12	6	1	5	4	2	8	5	9	13
LOC103692171	41	16	39	12	15	18	9	24	21	17	38	41
LOC103692173	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692174	1	0	1	1	1	0	2	1	1	1	1	1
LOC103692175	0	0	0	0	0	0	1	0	0	0	0	0
LOC103692176	48	21	29	33	58	28	31	51	48	42	88	44
LOC103692177	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692178	1	0	0	0	0	1	0	0	4	3	0	0
LOC103692180	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692182	3	4	1	0	2	2	0	5	7	1	1	1
LOC103692185	2	1	5	5	1	2	3	2	4	6	8	4
LOC103692186	0	0	2	0	0	0	0	0	0	0	0	0
LOC103692187	0	1	0	0	0	0	1	0	0	0	0	1
LOC103692188	0	0	0	0	0	0	1	0	0	0	0	0
LOC103692189	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692190	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692191	2	0	5	1	0	0	1	3	0	0	4	0
LOC103692192	38	28	50	26	26	16	27	37	42	47	54	41
LOC103692193	1	0	0	0	1	0	1	0	0	2	0	0
LOC103692194	7	2	5	5	9	1	5	12	15	7	8	9
LOC103692195	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692197	0	0	0	1	1	0	0	0	0	0	0	1
LOC103692198	4	0	0	0	3	1	0	0	1	1	0	0
LOC103692199	0	0	0	1	0	0	0	0	0	0	0	0
LOC103692200	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692201	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692203	0	0	0	0	0	1	0	0	0	0	0	0
LOC103692204	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692205	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692206	4	0	0	0	3	0	0	0	0	0	1	2
LOC103692207	0	0	0	0	0	0	0	0	0	0	0	3
LOC103692208	14	3	12	4	9	5	1	22	8	7	6	13
LOC103692209	0	0	0	1	1	0	0	0	0	1	0	1
LOC103692211	0	0	1	0	2	0	0	0	0	0	0	0
LOC103692212	8	1	1	5	1	1	1	1	1	0	0	2
LOC103692213	0	0	0	0	0	2	1	0	0	0	0	0
LOC103692214	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692215	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692216	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692217	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692218	0	0	2	0	0	0	0	0	0	0	0	0
LOC103692220	267	123	241	135	173	102	87	104	149	169	198	222
LOC103692222	0	6	4	5	3	0	5	6	5	2	11	13
LOC103692223	2	0	0	1	8	3	2	5	15	0	10	9
LOC103692224	8	10	15	4	9	3	2	8	13	7	39	15
LOC103692225	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692226	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692227	0	0	0	0	0	0	0	1	0	0	0	0
LOC103692228	1	0	0	0	0	0	0	0	0	0	0	0
LOC103692230	1	0	0	0	0	0	0	0	0	0	0	0
LOC103692231	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692232	1	2	3	0	0	1	0	0	0	0	0	0
LOC103692233	5	2	3	3	4	3	7	6	5	3	7	8
LOC103692234	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692235	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692236	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692237	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692238	2	0	0	0	0	0	0	0	0	0	0	0
LOC103692239	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692241	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692242	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692243	0	0	0	0	0	1	0	0	0	0	0	0
LOC103692244	1	0	0	0	0	0	0	0	0	0	0	0
LOC103692245	1	0	0	0	0	1	0	0	1	0	0	0
LOC103692246	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692247	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692248	0	0	0	0	0	0	0	0	0	0	1	0
LOC103692249	14	1	9	3	10	5	9	4	12	10	12	23
LOC103692250	7	4	3	3	4	4	3	1	6	5	4	8
LOC103692251	2	0	3	0	0	0	1	0	1	1	2	4
LOC103692252	3	1	1	7	7	5	2	4	4	2	1	1
LOC103692253	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692254	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692255	1	0	1	0	0	0	0	1	1	0	1	0
LOC103692256	2	0	8	2	1	0	0	0	0	0	0	2
LOC103692257	13	1	13	8	7	9	5	5	8	14	10	13
LOC103692258	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692259	8	0	4	3	3	0	5	4	8	9	5	6
LOC103692260	7	2	0	3	4	1	3	6	11	5	15	5
LOC103692261	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692263	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692264	0	0	0	4	1	0	0	0	0	1	0	0
LOC103692265	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692269	1	0	7	1	2	1	1	6	2	5	3	6
LOC103692271	0	0	0	0	0	0	0	2	0	0	0	0
LOC103692272	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692274	2	0	0	0	0	0	0	0	0	1	1	0
LOC103692276	0	0	1	0	1	0	0	0	0	0	0	0
LOC103692277	11	8	10	7	17	12	7	26	14	14	25	28
LOC103692278	12	4	17	7	8	1	4	8	0	5	9	11
LOC103692279	0	0	1	0	1	0	0	0	0	0	0	0
LOC103692280	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692282	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692284	8	3	1	0	2	1	0	2	0	3	4	2
LOC103692286	2	1	0	2	0	0	0	2	1	3	0	1
LOC103692287	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692288	0	0	1	0	0	0	0	0	0	0	0	0
LOC103692289	165	53	127	66	81	52	55	43	86	98	69	114
LOC103692291	5	1	0	0	1	0	1	0	0	2	1	2
LOC103692292	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692293	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692294	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692295	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692296	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692297	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692298	0	0	2	0	2	0	0	0	0	0	0	1
LOC103692299	4	0	1	2	1	2	2	1	1	0	3	2
LOC103692300	0	1	0	1	2	4	1	3	3	1	2	9
LOC103692301	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692302	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692303	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692304	7	1	1	1	2	1	0	3	2	1	5	2
LOC103692305	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692306	8	2	4	1	4	1	2	1	7	1	3	9
LOC103692307	1375	667	1098	615	868	548	531	691	1030	887	1065	1284
LOC103692309	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692310	327	105	280	122	217	125	151	196	260	255	293	356
LOC103692311	3	0	1	0	1	0	0	0	1	1	3	4
LOC103692312	0	0	0	0	0	0	0	0	0	1	0	0
LOC103692313	1	0	0	1	1	0	0	0	0	0	1	2
LOC103692314	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692315	328	83	434	144	120	115	103	99	232	218	267	310
LOC103692316	2	0	0	0	1	2	0	0	0	1	0	4
LOC103692318	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692318-2	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692319	7	4	10	8	10	1	4	12	7	17	11	17
LOC103692320	0	0	0	0	0	0	0	0	1	0	0	0
LOC103692321	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692322	0	0	0	1	0	2	0	0	0	4	2	1
LOC103692323	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692324	5	2	3	2	0	0	0	2	4	4	2	5
LOC103692325	1	1	0	2	0	0	0	0	0	2	0	0
LOC103692326	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692327	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692328	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692330	1	0	0	0	1	0	1	2	4	0	1	3
LOC103692331	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692332	1	2	0	0	0	0	0	1	0	5	3	1
LOC103692335	0	0	3	0	0	1	0	0	3	0	0	2
LOC103692336	29	2	27	30	38	13	10	6	17	24	24	18
LOC103692337	2	2	2	0	0	1	1	0	6	1	2	6
LOC103692338	71	39	62	23	25	26	24	33	30	45	71	63
LOC103692340	0	0	1	0	1	0	0	0	0	1	1	1
LOC103692342	2	0	0	3	2	3	5	4	12	2	8	8
LOC103692343	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692344	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692345	0	0	0	0	1	0	0	0	0	0	0	0
LOC103692348	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692349	0	0	0	0	0	0	0	2	0	0	1	0
LOC103692350	4	0	1	1	4	2	0	2	2	4	5	3
LOC103692351	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692352	0	1	0	0	0	0	0	0	0	0	0	0
LOC103692353	12	2	4	1	2	0	1	1	0	3	17	5
LOC103692354	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692355	2	0	0	0	0	0	1	0	0	1	3	0
LOC103692357	0	0	0	0	0	0	0	1	0	0	0	0
LOC103692360	1	1	3	0	1	0	2	0	0	2	1	1
LOC103692361	25	3	30	12	18	10	10	21	24	9	20	22
LOC103692362	33	19	33	21	14	34	14	27	41	17	21	29
LOC103692364	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692365	1	0	0	0	0	0	0	0	0	0	0	0
LOC103692370	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692371	11	4	8	0	3	5	7	4	6	4	3	8
LOC103692372	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692373	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692374	3	0	1	0	0	0	0	0	1	4	2	2
LOC103692375	0	0	0	0	0	0	0	0	0	0	0	2
LOC103692376	16	7	9	3	12	12	4	3	5	5	2	4
LOC103692377	3	0	0	0	0	0	0	0	1	1	0	2
LOC103692378	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692381	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692382	1	0	0	0	1	0	0	0	0	0	0	0
LOC103692383	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692384	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692385	176	28	126	53	76	73	27	34	68	62	99	122
LOC103692386	15	10	14	6	3	6	2	6	8	7	6	15
LOC103692387	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692388	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692390	2	0	4	0	0	0	1	0	3	0	1	0
LOC103692391	34	11	15	25	26	15	13	22	22	21	29	33
LOC103692392	31	5	34	10	37	12	12	21	12	14	32	35
LOC103692393	0	0	4	0	0	0	0	0	0	0	0	0
LOC103692394	2	0	0	0	0	0	0	0	0	0	0	0
LOC103692395	0	1	0	0	0	0	0	0	0	0	0	0
LOC103692396	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692397	180	45	145	73	93	72	88	110	141	131	146	206
LOC103692398	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692399	1	0	2	3	2	0	0	4	4	0	1	2
LOC103692401	1	0	0	0	0	0	1	0	3	0	0	0
LOC103692402	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692403	0	0	0	0	1	1	3	1	2	1	5	0
LOC103692404	4	1	2	0	1	0	2	4	0	1	0	0
LOC103692406	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692408	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692409	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692411	1	0	0	0	0	1	0	0	0	0	0	3
LOC103692412	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692414	1	0	0	0	0	0	0	0	0	1	4	0
LOC103692415	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692416	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692417	21	2	18	8	2	6	9	7	17	7	13	14
LOC103692418	5	0	2	0	1	0	0	0	2	5	0	3
LOC103692419	2	0	1	0	1	0	0	0	0	1	1	0
LOC103692421	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692422	0	0	1	0	0	1	0	0	1	0	0	0
LOC103692423	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692424	6	3	1	1	5	4	7	1	2	6	6	5
LOC103692425	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692426	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692427	8	0	0	0	1	0	0	1	0	0	2	3
LOC103692429	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692430	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692431	0	0	0	0	1	0	0	1	4	1	1	0
LOC103692432	0	0	0	0	0	0	0	0	0	0	0	1
LOC103692433	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692434	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692435	90	6	51	23	59	19	24	25	43	50	73	77
LOC103692437	156	42	200	105	127	90	28	30	57	32	51	69
LOC103692438	1	0	0	0	0	0	2	0	0	0	2	1
LOC103692441	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692442	0	0	0	0	0	0	0	0	0	0	0	0
