GENE_NAME	GSM4217259	GSM4217258	GSM4217257	GSM4217256	GSM4217251	GSM4217250	GSM4217253	GSM4217252	GSM4217255	GSM4217254	GSM4217261	GSM4217260
MIR451A	ENSMUSG00000070065	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR465	ENSMUSG00000070071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR433	ENSMUSG00000070072	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR470	ENSMUSG00000070073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR484	ENSMUSG00000070074	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR490	ENSMUSG00000070075	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR127	ENSMUSG00000070076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR491	ENSMUSG00000070077	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR463	ENSMUSG00000070078	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR431	ENSMUSG00000070080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR505	ENSMUSG00000070081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR486	ENSMUSG00000070084	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR466	ENSMUSG00000070099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR362	ENSMUSG00000070100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR341	ENSMUSG00000070101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR455	ENSMUSG00000070102	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR488	ENSMUSG00000070103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR471	ENSMUSG00000070104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR495	ENSMUSG00000070105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR363	ENSMUSG00000070106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR489	ENSMUSG00000070107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR500	ENSMUSG00000070108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR497B	ENSMUSG00000070109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR504	ENSMUSG00000070110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM10286	ENSMUSG00000070111	0.04	0.01	0.07	0.01	0.11	0.06	0.10	0.08	0.04	0.02	0.03	0.01
MIR199A-2	ENSMUSG00000070126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR146B	ENSMUSG00000070127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR485	ENSMUSG00000070128	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR136	ENSMUSG00000070129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR328	ENSMUSG00000070130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR434	ENSMUSG00000070133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR496A	ENSMUSG00000070136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR452	ENSMUSG00000070138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR532	ENSMUSG00000070139	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR483	ENSMUSG00000070140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR494	ENSMUSG00000070141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR1A-1	ENSMUSG00000070144	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S152	ENSMUSG00000070150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM25821	ENSMUSG00000070166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM25822	ENSMUSG00000070167	118.85	47.49	42.94	36.34	73.70	105.69	238.93	44.43	61.89	31.26	253.84	28.89
GM24163	ENSMUSG00000070170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM24164	ENSMUSG00000070173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM24162	ENSMUSG00000070175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S71	ENSMUSG00000070178	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM24817	ENSMUSG00000070182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S58	ENSMUSG00000070192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM22444	ENSMUSG00000070203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S27	ENSMUSG00000070209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM23058	ENSMUSG00000070214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S13	ENSMUSG00000070219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
N-R5S33	ENSMUSG00000070225	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM24704	ENSMUSG00000070227	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM26329	ENSMUSG00000070235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM26327	ENSMUSG00000070236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM23516	ENSMUSG00000070240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM23520	ENSMUSG00000070249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM25207	ENSMUSG00000070258	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM22365	ENSMUSG00000070263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM13268	ENSMUSG00000070271	0.00	0.10	0.25	0.00	0.48	0.00	0.00	0.15	0.00	0.10	0.20	0.00
SLC22A14	ENSMUSG00000070280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3000002C10RIK	ENSMUSG00000070282	1.22	2.54	2.17	3.56	2.20	3.31	1.92	2.24	2.59	2.88	2.76	2.62
NDUFAF3	ENSMUSG00000070283	5.60	8.55	8.53	8.11	7.45	7.21	4.11	7.16	8.48	10.01	8.55	11.30
GMPPB	ENSMUSG00000070284	4.68	7.31	6.13	4.95	5.63	5.33	3.46	6.03	6.90	6.66	4.97	6.25
SLC35G2	ENSMUSG00000070287	1.09	0.85	0.57	0.57	0.83	0.57	0.61	0.75	0.48	0.59	0.44	1.03
DDX43	ENSMUSG00000070291	0.00	0.01	0.00	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00
TRCG1	ENSMUSG00000070298	0.09	0.08	0.04	0.11	0.07	0.13	0.22	0.11	0.03	0.09	0.15	0.05
SCN2B	ENSMUSG00000070304	13.02	17.04	2.05	2.53	1.23	1.88	1.32	3.36	3.32	4.67	3.80	8.18
MPZL3	ENSMUSG00000070305	8.15	8.62	5.09	5.15	4.57	5.76	8.31	5.57	10.21	13.46	5.42	7.39
CCDC153	ENSMUSG00000070306	3.14	5.54	0.41	0.52	0.66	1.13	2.48	3.56	1.93	2.66	2.89	3.77
OLFR894	ENSMUSG00000070311	0.00	0.03	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
A630095E13RIK	ENSMUSG00000070313	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4930581F22RIK	ENSMUSG00000070315	15.81	13.23	12.50	15.09	19.31	20.34	14.50	17.10	20.18	16.90	10.27	8.52
EIF3G	ENSMUSG00000070319	52.50	64.29	83.54	92.25	72.57	98.23	71.41	69.26	95.54	95.04	112.32	103.68
MMP27	ENSMUSG00000070323	0.03	0.03	0.02	0.00	0.07	0.00	0.08	0.09	0.02	0.01	0.03	0.00
FBXW22	ENSMUSG00000070324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RNF213	ENSMUSG00000070327	19.97	23.91	29.61	32.02	29.77	31.41	25.94	41.96	28.54	24.18	17.35	24.40
TMEM235	ENSMUSG00000070330	0.00	0.02	0.04	0.03	0.10	0.10	0.07	0.09	0.12	0.08	0.18	0.02
QRICH2	ENSMUSG00000070331	0.09	0.05	0.16	0.02	0.06	0.00	0.12	0.09	0.11	0.04	0.05	0.04
4933422H20RIK	ENSMUSG00000070332	0.03	0.00	0.02	0.03	0.05	0.00	0.17	0.08	0.04	0.07	0.00	0.02
KRTAP31-1	ENSMUSG00000070334	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KRTAP9-1	ENSMUSG00000070335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FBXO47	ENSMUSG00000070336	0.53	0.66	0.28	0.24	0.56	0.34	0.79	0.62	0.51	0.26	0.76	0.51
GPR179	ENSMUSG00000070337	0.84	1.04	0.76	1.37	1.28	1.95	1.32	1.31	0.89	1.41	0.65	0.78
GM10287	ENSMUSG00000070342	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.04	0.00
GM10288	ENSMUSG00000070343	258.27	362.54	384.97	374.17	362.91	388.94	323.86	294.24	486.08	361.25	566.35	648.10
HSF5	ENSMUSG00000070345	0.01	0.03	0.05	0.02	0.06	0.06	0.09	0.05	0.04	0.02	0.02	0.08
CCND1	ENSMUSG00000070348	21.74	27.81	30.16	19.67	14.20	22.34	1.44	1.01	23.39	28.76	27.92	52.56
GM21975	ENSMUSG00000070354	1.91	2.27	1.77	2.03	2.74	2.44	2.55	2.65	1.41	1.01	1.53	1.74
CFAP46	ENSMUSG00000070357	0.00	0.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AMY2A1	ENSMUSG00000070360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.07	0.00
PPAPDC1A	ENSMUSG00000070366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PROK1	ENSMUSG00000070368	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00
ITGAD	ENSMUSG00000070369	0.14	0.22	0.40	0.32	1.32	0.66	1.06	1.63	0.40	0.36	0.53	0.59
PRSS36	ENSMUSG00000070371	1.26	1.27	1.51	2.50	1.57	2.98	0.61	1.87	1.37	1.53	3.00	2.61
CAPZA1	ENSMUSG00000070372	126.16	130.14	132.37	117.45	130.27	135.46	81.63	92.61	92.31	79.93	50.43	56.60
OLFR59	ENSMUSG00000070374	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR406	ENSMUSG00000070375	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
OLFR43	ENSMUSG00000070377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
OLFR403	ENSMUSG00000070378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR402	ENSMUSG00000070379	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.03	0.00	0.00
OLFR401	ENSMUSG00000070380	0.06	0.00	0.00	0.00	0.11	0.00	0.08	0.00	0.00	0.00	0.00	0.00
OLFR391-PS	ENSMUSG00000070382	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.05
OLFR389	ENSMUSG00000070383	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AMPD1	ENSMUSG00000070385	5.59	5.48	6.67	5.13	0.40	0.46	3.35	1.14	0.57	0.75	0.92	1.22
FBXO39	ENSMUSG00000070388	0.00	0.07	0.02	0.03	0.06	0.00	0.00	0.05	0.02	0.07	0.06	0.00
NLRP1B	ENSMUSG00000070390	0.29	0.26	0.16	0.13	0.59	0.44	0.06	0.22	0.29	0.18	0.03	0.05
GM20634	ENSMUSG00000070392	7.47	5.96	3.89	6.00	2.64	1.80	4.40	4.78	2.82	3.00	4.03	3.48
TMEM256	ENSMUSG00000070394	41.01	42.14	49.22	46.84	37.18	48.45	41.45	42.66	66.83	62.47	61.86	62.01
GM12302	ENSMUSG00000070402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
HS3ST3B1	ENSMUSG00000070407	0.15	0.11	0.21	0.32	0.10	0.12	0.08	0.07	0.05	0.06	7.74	10.94
OLFR485	ENSMUSG00000070411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR2	ENSMUSG00000070417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CYP3A57	ENSMUSG00000070419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ZSCAN25	ENSMUSG00000070420	8.95	7.68	6.88	7.19	8.42	5.15	11.24	7.38	7.13	9.02	8.66	7.34
OLFR658	ENSMUSG00000070421	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00
OLFR558	ENSMUSG00000070423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ART5	ENSMUSG00000070424	0.14	0.06	0.05	0.11	0.13	0.00	0.24	0.34	0.19	0.08	0.00	0.06
TRPC2	ENSMUSG00000070425	24.11	28.43	23.79	28.97	23.52	27.83	13.36	27.77	20.32	25.27	14.61	19.31
RNF121	ENSMUSG00000070426	12.53	12.63	13.26	13.42	13.39	11.40	8.29	13.46	10.84	11.35	7.88	10.85
IL18BP	ENSMUSG00000070427	5.02	5.14	5.00	4.96	5.80	5.96	5.00	6.64	4.09	3.40	2.78	3.37
SERPINH1	ENSMUSG00000070436	0.09	0.18	0.18	0.11	0.14	0.04	0.21	0.14	0.32	0.21	0.09	0.13
OLFR313	ENSMUSG00000070438	0.21	0.03	0.24	0.00	0.91	0.00	1.09	0.08	0.18	0.03	0.41	0.65
GM10291	ENSMUSG00000070443	0.26	0.10	0.06	0.13	0.33	0.00	0.10	0.05	0.10	0.38	0.00	0.05
VMN2R89	ENSMUSG00000070448	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.04	0.00	0.00
VMN2R73	ENSMUSG00000070458	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR290	ENSMUSG00000070459	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
OLFR291	ENSMUSG00000070460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
9230112E08RIK	ENSMUSG00000070461	5.38	4.32	4.25	3.97	4.87	2.95	4.55	4.79	2.62	2.64	2.96	3.36
MESDC1	ENSMUSG00000070462	1.67	2.27	1.57	1.34	2.52	3.18	1.50	2.42	1.85	3.32	1.57	2.09
CCL26	ENSMUSG00000070464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM9696	ENSMUSG00000070465	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ADAMTSL3	ENSMUSG00000070469	0.02	0.11	0.11	0.31	0.61	0.23	0.19	0.05	0.35	0.08	3.24	2.49
ERICH6	ENSMUSG00000070471	0.00	0.04	0.02	0.02	0.04	0.00	0.03	0.04	0.02	0.01	0.00	0.04
CLDN3	ENSMUSG00000070473	0.08	0.05	0.06	0.00	0.16	0.00	0.11	0.02	0.00	0.02	0.00	0.00
FAM217B	ENSMUSG00000070476	0.20	0.18	0.22	0.20	0.48	0.69	0.16	0.38	0.20	0.15	0.09	0.15
4930527J03RIK	ENSMUSG00000070489	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM10293	ENSMUSG00000070490	0.00	0.00	0.00	0.14	0.17	0.00	0.09	0.09	0.08	0.08	0.07	0.06
CHCHD2	ENSMUSG00000070493	154.04	151.66	173.54	173.85	172.58	192.10	177.41	163.55	177.49	176.74	211.39	192.32
CTCFL	ENSMUSG00000070495	5.10	3.76	4.00	5.01	4.60	5.04	6.19	5.14	2.74	3.41	3.56	2.90
TMEM132B	ENSMUSG00000070498	0.62	0.39	0.80	0.23	2.47	0.75	0.36	0.25	0.90	0.31	0.01	0.01
BC094916	ENSMUSG00000070501	0.10	0.24	0.02	0.03	0.31	0.11	0.04	0.87	0.08	0.04	0.00	0.12
FCRL6	ENSMUSG00000070504	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
RGMA	ENSMUSG00000070509	0.04	0.02	0.04	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.12	0.36
GM10295	ENSMUSG00000070511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NDNL2	ENSMUSG00000070520	2.30	2.70	2.00	2.31	2.45	2.70	3.19	2.67	2.54	3.34	3.20	2.63
GM6505	ENSMUSG00000070522	0.00	0.22	0.00	0.00	0.00	0.72	1.35	0.08	0.68	0.58	0.90	0.52
FCRLB	ENSMUSG00000070524	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.04
PEG12	ENSMUSG00000070526	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.01	0.04	0.02	0.06	0.02
MKRN3	ENSMUSG00000070527	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
WFDC10	ENSMUSG00000070529	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WFDC16	ENSMUSG00000070530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WFDC6B	ENSMUSG00000070531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1700084C01RIK	ENSMUSG00000070532	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.02	0.00	0.00	0.00
WFDC8	ENSMUSG00000070533	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
TOP1	ENSMUSG00000070544	67.68	82.30	59.05	71.77	74.45	86.72	41.90	84.07	53.60	52.08	48.31	87.46
MRGPRB3	ENSMUSG00000070546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MRGPRB1	ENSMUSG00000070547	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
MRGPRB4	ENSMUSG00000070550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MRGPRB5	ENSMUSG00000070551	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
MRGPRX1	ENSMUSG00000070552	0.00	0.00	0.12	0.05	0.00	0.00	0.06	0.00	0.00	0.00	0.24	0.27
SPACA4	ENSMUSG00000070563	0.00	0.52	0.64	0.27	0.24	0.30	0.11	0.49	0.18	0.62	0.09	0.22
NTN5	ENSMUSG00000070564	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.02	0.02	0.00	0.00
RASAL2	ENSMUSG00000070565	0.10	0.17	0.16	0.06	0.38	0.33	0.15	0.18	0.05	0.10	0.04	0.01
1700039E15RIK	ENSMUSG00000070568	0.06	0.04	0.09	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.03
SLC17A7	ENSMUSG00000070570	0.00	0.05	0.04	0.02	0.05	0.00	0.00	0.01	0.02	0.01	0.02	0.04
TRMT112-PS2	ENSMUSG00000070572	59.71	57.58	71.14	77.67	72.37	71.46	69.86	68.83	72.51	86.43	99.96	89.72
2310016G11RIK	ENSMUSG00000070574	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
MN1	ENSMUSG00000070576	27.45	3.26	6.16	0.69	15.92	1.81	19.26	1.65	17.96	4.55	0.01	0.01
GM572	ENSMUSG00000070577	0.65	1.03	1.07	1.06	0.50	0.26	0.66	0.62	0.24	0.19	0.28	0.42
FV1	ENSMUSG00000070583	11.59	9.55	5.80	7.33	9.65	10.81	1.93	4.06	8.48	9.69	4.94	11.52
GM4788	ENSMUSG00000070594	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
VMN2R84	ENSMUSG00000070601	10.30	10.33	7.37	7.25	7.31	6.12	7.35	9.52	5.74	6.70	2.99	6.30
VSIG10L	ENSMUSG00000070604	0.08	0.05	0.10	0.11	0.10	0.13	0.09	0.10	0.08	0.04	0.14	0.08
GM13251	ENSMUSG00000070605	3.76	4.16	5.27	4.96	3.92	5.03	1.87	2.50	2.19	1.86	2.66	3.60
GM10298	ENSMUSG00000070606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM13177	ENSMUSG00000070609	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
GM13127	ENSMUSG00000070610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
GM13040	ENSMUSG00000070616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM13089	ENSMUSG00000070617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
BC080695	ENSMUSG00000070618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM13119	ENSMUSG00000070619	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VMN2R-PS60	ENSMUSG00000070621	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
BTBD8	ENSMUSG00000070632	1.63	2.55	1.34	1.68	2.11	3.26	2.25	2.58	1.62	1.31	1.39	2.23
GM694	ENSMUSG00000070637	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC8B	ENSMUSG00000070639	11.96	13.72	9.89	11.09	10.95	12.40	14.24	14.03	10.44	15.84	11.15	10.46
GM16410	ENSMUSG00000070641	0.09	0.09	0.10	0.09	0.07	0.27	0.21	0.24	0.11	0.18	0.16	0.00
SOX13	ENSMUSG00000070643	6.22	12.12	16.76	47.41	6.07	17.24	4.48	10.63	6.19	12.34	0.42	1.75
ETNK2	ENSMUSG00000070644	0.07	0.12	0.04	0.15	0.08	0.13	0.03	0.15	0.12	0.11	0.00	0.00
REN1	ENSMUSG00000070645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.03	0.00
RNF186	ENSMUSG00000070661	0.13	0.02	0.03	0.00	0.00	0.00	0.34	0.05	0.06	0.02	0.09	0.00
RPL31-PS10	ENSMUSG00000070667	0.22	0.13	0.00	0.00	0.00	0.39	0.00	0.04	0.16	0.00	0.00	0.00
D5ERTD577E	ENSMUSG00000070677	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.00
LACTBL1	ENSMUSG00000070683	0.00	0.00	0.05	0.03	0.07	0.00	0.00	0.01	0.00	0.00	0.00	0.00
C87414	ENSMUSG00000070686	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
HTR1D	ENSMUSG00000070687	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
5830473C10RIK	ENSMUSG00000070690	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.01	0.00	0.00	0.02	0.00
RUNX3	ENSMUSG00000070691	6.47	8.37	9.77	16.36	8.95	14.26	11.76	13.02	5.70	10.28	7.27	5.08
RPS12-PS10	ENSMUSG00000070692	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.04	0.00	0.00	0.00	0.00
CNTNAP5A	ENSMUSG00000070695	0.00	0.00	0.68	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.09
UTP3	ENSMUSG00000070697	31.70	37.47	32.42	33.41	32.79	36.48	31.10	32.97	39.55	39.33	42.68	50.16
SARS2	ENSMUSG00000070699	8.11	6.94	9.46	9.92	8.39	8.10	9.00	7.55	9.69	10.26	10.64	7.55
CSN1S1	ENSMUSG00000070702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
UGT2B36	ENSMUSG00000070704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EID2B	ENSMUSG00000070705	1.26	1.29	0.92	1.16	1.61	1.55	1.26	1.15	1.11	1.34	2.52	1.82
GTSF1L	ENSMUSG00000070708	0.00	0.27	0.55	0.58	0.15	0.56	0.42	0.28	0.06	0.13	0.08	0.00
1700049G17RIK	ENSMUSG00000070709	9.18	6.87	5.58	4.62	7.64	6.16	6.13	6.17	5.26	4.11	4.89	4.25
GM10282	ENSMUSG00000070713	2.86	1.66	0.61	1.48	2.49	1.69	2.58	1.77	2.15	1.60	3.72	2.19
GM10300	ENSMUSG00000070717	0.26	0.14	0.22	0.34	0.35	0.26	0.23	0.28	0.20	0.13	0.41	0.22
PLA2G4D	ENSMUSG00000070719	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TMEM200B	ENSMUSG00000070720	0.54	0.32	0.47	0.32	0.25	0.27	0.56	0.22	0.32	0.11	0.52	0.33
